"group","specCode"
Э9-61Б,20.03.01_01
Э9-62Б,20.03.01_02
Э9-63Б,20.03.01_03
Э9-62А,19.06.01_01
Э9-81Б,20.03.01_01
Э9-82Б,20.03.01_02
Э9-83Б,20.03.01_03
Э9-82А,20.06.01_02
Э9-83А,20.06.01_03
Э10-21Б,13.03.03_02
Э10-22Б,13.03.03_02
Э10-21М,13.04.03_02
Э10-22М,13.04.03_03
Э10-21А,15.06.01_31
Э10-22А,15.06.01_81
Э10-41Б,13.03.03_02
Э10-42Б,13.03.03_02
Э10-41М,13.04.03_02
Э10-42М,13.04.03_03
Э10-41А,15.06.01_31
Э10-61Б,13.03.03_02
Э10-62Б,13.03.03_02
Э10-61А,15.06.01_31
Э10-81Б,13.03.03_02
Э10-82Б,13.03.03_02
Э10-81А,15.06.01_31
ЮР-21,40.05.03_01
ЮР-22,40.05.03_01
ЮР-23,40.05.03_01
ЮР-24,40.05.03_01
ЮР-21М,27.04.08_01
ЮР-41,40.05.03_01
ЮР-42,40.05.03_01
ЮР-43,40.05.03_01
ЮР-44,40.05.03_01
ЮР-45,40.05.03_01
ЮР-41М,27.04.08_01
ЮР-61,40.05.03_01
ЮР-62,40.05.03_01
ЮР-63,40.05.03_01
ЮР-64,40.05.03_01
ЮР-65,40.05.03_01
ЮР-81,40.05.03_01
ЮР-82,40.05.03_01
ЮР-83,40.05.03_01
ЮР-84,40.05.03_01
ЮР-101,40.05.03_01
ЮР-102,40.05.03_01
ЮР-103,40.05.03_01
К1-21Б,27.03.04_31
К1-21,24.05.06_31
К1-21М,27.04.04_31
К1-41Б,27.03.04_31
К1-41,24.05.06_31
К1-41М,27.04.04_31
К1-61Б,27.03.04_31
К1-61,24.05.06_31
К1-81Б,27.03.04_31
К1-81,24.05.06_31
К1-101,24.05.06_31
К2-21Б,12.03.01_31
К2-21М,12.04.01_31
К2-41Б,12.03.01_31
К2-41М,12.04.01_31
К2-61Б,12.03.01_31
К2-62Б,27.03.01_31
К2-81Б,12.03.01_31
К2-82Б,12.03.01_31
К2-83Б,27.03.01_31
К3-21Б,01.03.02_31
К3-22Б,09.03.01_31
К3-23Б,09.03.01_31
К3-24Б,09.03.01_31
К3-25Б,01.03.02_31
К3-21М,01.04.02_31
К3-22М,09.04.01_31
К3-21А,09.06.01_97
К3-41Б,09.03.01_31
К3-42Б,09.03.01_31
К3-41М,01.04.02_31
К3-42М,09.04.01_31
К3-61Б,09.03.01_31
К3-62Б,09.03.01_31
К3-81Б,01.03.02_31
К3-82Б,01.03.02_31
К3-83Б,09.03.01_31
К3-84Б,09.03.01_31
К3-81А,09.06.01_47
К4-21Б,38.03.01_34
К4-22Б,38.03.01_33
К4-24Б,38.03.02_31
К4-21М,38.04.01_31
К4-22М,38.04.01_34
К4-24М,38.04.02_31
К4-41Б,38.03.01_34
К4-42Б,38.03.01_33
К4-47Б,38.03.02_31
К4-41М,38.04.01_31
К4-42М,38.04.01_34
К4-61Б,38.03.01_34
К4-62Б,38.03.01_33
К4-63Б,38.03.01_32
К4-67Б,38.03.02_31
К4-68Б,38.03.02_31
К4-81Б,38.03.01_34
К4-82Б,38.03.01_33
К4-83Б,38.03.01_32
К4-84Б,38.03.01_31
К4-85Б,38.03.01_34
К4-86Б,38.03.01_34
К4-87Б,38.03.02_31
К4-88Б,38.03.02_31
К4-89Б,38.03.02_31
К4-8.10Б,38.03.01_54
К4-8.11Б,38.03.01_52
К4-8.13Б,38.03.02_51
К4-8.14Б,38.03.01_51
К4-8.15Б,38.03.01_56
К4-8.16Б (О),38.03.01_43
К4-10.10Б,38.03.01_54
К4-10.11Б,38.03.01_52
К4-10.12Б,38.03.01_54
К4-10.13Б,38.03.02_51
К5-21Б,45.03.02_31
К5-61Б,45.03.02_31
К5-81Б,45.03.02_31
К5-82Б,45.03.02_31
К6-21А,09.06.01_50
К6-41А,09.06.01_50
К7-21Б,44.03.04_33
К7-22Б,44.03.04_32
К7-43Б,44.03.04_32
К7-61Б,44.03.04_33
К7-63Б,44.03.04_32
К7-64Б,44.03.04_53
К7-81Б,44.03.04_33
К7-82Б,44.03.04_31
К7-83Б,44.03.04_32
К7-84Б,44.03.04_52
К7-85Б,44.03.04_51
К7-104Б,44.03.04_52
ЛТ1-21Б,35.03.01_32
ЛТ1-21М,35.04.01_32
ЛТ1-41Б,35.03.01_32
ЛТ1-41М,35.04.01_32
ЛТ1-41А,06.06.01_52
ЛТ1-61Б,35.03.01_32
ЛТ1-62Б,35.03.01_35
ЛТ1-61А,35.06.02_01
ЛТ1-81Б,35.03.01_32
ЛТ1-81А,35.06.02_07
ЛТ2-21Б,35.03.01_31
ЛТ2-22Б,35.03.01_31
ЛТ2-21М,35.04.01_31
ЛТ2-21А,06.06.01_01
ЛТ2-22А,06.06.01_51
ЛТ2-42Б,35.03.01_31
ЛТ2-41М,35.04.01_31
ЛТ2-61Б,35.03.01_31
ЛТ2-62Б,35.03.01_31
ЛТ2-67Б,35.03.01_51
ЛТ2-81Б,35.03.01_31
ЛТ2-82Б,35.03.01_31
ЛТ2-85Б,35.03.01_52
ЛТ2-87Б,35.03.01_51
ЛТ2-81А,35.06.02_02
ЛТ2-82А,06.06.01_01
ЛТ2-107Б,35.03.01_51
ЛТ3-21Б,35.03.01_33
ЛТ3-21М,35.04.01_33
ЛТ3-21А,35.06.02_55
ЛТ3-41Б,35.03.01_33
ЛТ3-41М,35.04.01_33
ЛТ3-61Б,35.03.01_33
ЛТ3-67Б,35.03.01_54
ЛТ3-82Б,35.03.01_33
ЛТ3-87Б,35.03.01_54
ЛТ3-107Б,35.03.01_54
ЛТ4-21Б,35.03.02_31
ЛТ4-22Б,35.03.02_31
ЛТ4-23Б,35.03.02_31
ЛТ4-25Б,23.03.03_31
ЛТ4-21М,35.04.02_31
ЛТ4-22М,35.04.02_31
ЛТ4-21А,35.06.04_02
ЛТ4-41Б,35.03.02_31
ЛТ4-42Б,35.03.02_31
ЛТ4-43Б,35.03.02_31
ЛТ4-45Б,23.03.03_31
ЛТ4-41М,35.04.02_31
ЛТ4-42М,35.04.02_31
ЛТ4-61Б,35.03.02_31
ЛТ4-62Б,35.03.02_31
ЛТ4-63Б,35.03.02_31
ЛТ4-65Б,23.03.03_31
ЛТ4-67Б,35.03.02_51
ЛТ4-81Б,35.03.02_31
ЛТ4-82Б,35.03.02_31
ЛТ4-83Б,35.03.02_31
ЛТ4-84Б,35.03.02_31
ЛТ4-85Б,23.03.03_31
ЛТ4-87Б,35.03.02_51
ЛТ4-88Б,15.03.01_51
ЛТ4-107Б,35.03.02_51
ЛТ6-21Б,35.03.10_31
ЛТ6-22Б,35.03.10_31
ЛТ6-23Б,35.03.10_31
ЛТ6-21М,35.04.09_31
ЛТ6-22М,35.04.09_31
ЛТ6-21А,35.06.02_56
ЛТ6-41Б,35.03.10_31
ЛТ6-42Б,35.03.10_31
ЛТ6-43Б,35.03.10_31
ЛТ6-41М,35.04.09_31
ЛТ6-42М,35.04.09_31
ЛТ6-41А,35.06.02_06
ЛТ6-61Б,35.03.10_31
ЛТ6-62Б,35.03.10_31
ЛТ6-64Б,35.03.10_31
ЛТ6-67Б,35.03.10_51
ЛТ6-68Б,35.03.10_51
ЛТ6-61А,35.06.02_06
ЛТ6-81Б,35.03.10_31
ЛТ6-82Б,35.03.10_31
ЛТ6-83Б,35.03.10_52
ЛТ6-84Б,35.03.10_31
ЛТ6-87Б (О),35.03.10_41
ЛТ6-88Б,35.03.10_51
ЛТ6-108Б,35.03.10_51
ЛТ7-21Б,15.03.02_31
ЛТ7-41Б,15.03.02_31
ЛТ7-61Б,15.03.02_31
ЛТ7-62Б,15.03.02_31
ЛТ7-67Б,15.03.02_51
ЛТ7-81Б,15.03.02_31
ЛТ7-87Б,15.03.02_51
ЛТ7-89Б,15.03.02_53
ЛТ7-107Б,15.03.02_51
ЛТ8-21Б,35.03.02_32
ЛТ8-22Б,35.03.02_32
ЛТ8-23Б,35.03.02_32
ЛТ8-21М,35.04.02_32
ЛТ8-22М,35.04.02_32
ЛТ8-21А,35.06.04_53
ЛТ8-41Б,35.03.02_32
ЛТ8-42Б,35.03.02_32
ЛТ8-43Б,35.03.02_32
ЛТ8-41М,35.04.02_32
ЛТ8-42М,35.04.02_32
ЛТ8-61Б,35.03.02_32
ЛТ8-62Б,35.03.02_32
ЛТ8-63Б,35.03.02_32
ЛТ8-67Б,35.03.02_52
ЛТ8-81Б,35.03.02_32
ЛТ8-82Б,35.03.02_32
ЛТ8-83Б,35.03.02_32
ЛТ8-87Б,35.03.02_52
ЛТ8-107Б,35.03.02_52
ЛТ9-21Б,18.03.01_31
ЛТ9-22Б,18.03.01_31
ЛТ9-41Б,18.03.01_31
ЛТ9-42Б,18.03.01_31
ЛТ9-61Б,18.03.01_31
ЛТ9-81Б,18.03.01_31
ЛТ9-82Б,18.03.01_31
ЛТ10-21Б,15.03.04_31
ЛТ10-22Б,15.03.04_31
ЛТ10-23Б,15.03.02_32
ЛТ10-41Б,15.03.04_31
ЛТ10-42Б,15.03.04_31
ЛТ10-43Б,15.03.02_32
ЛТ10-61Б,15.03.04_31
ЛТ10-63Б,15.03.02_32
ЛТ10-64Б,15.03.02_32
ЛТ10-67Б,15.03.02_52
ЛТ10-81Б,15.03.04_31
ЛТ10-83Б,15.03.02_32
ЛТ10-85Б,15.03.04_51
ЛТ10-87Б,15.03.02_52
ЛТ10-107Б,15.03.02_52
ЛТс6-61Б,35.03.01_33
ЛТс9-101А,35.06.02_53
